Date,District 1,District 2,District 3,District 4,District 5,District 6,District 7,District 8,District 9
05/07/2022,213.15,84.83,176,108.36,191.19,107.49,91.87,95.57,68.72
05/08/2022,213.15,84.83,176,108.36,191.19,107.49,91.87,95.57,68.72
05/09/2022,212.81,85.4,175.92,109.32,192.66,109.63,91.89,95.75,67.75
05/10/2022,215.68,87.93,178.34,111.48,192.69,105.14,88.68,97.43,67.1
05/11/2022,215.06,87.7,178.9,108,193.11,109.14,91.4,97.72,70.53
05/12/2022,213.33,85.35,177.97,107.16,189.56,108.44,92.8,97.78,68.44
05/13/2022,212.23,85.51,179.84,110.19,193.35,105.41,92.97,94.26,70.42
05/14/2022,213.31,86.65,177.61,109.89,191.26,106.3,92.5,94.14,70.39
05/15/2022,213.31,86.65,177.61,109.89,191.26,106.3,92.5,94.14,70.39
05/16/2022,214.39,87.78,175.38,109.59,189.17,107.19,92.03,94.02,70.36
05/17/2022,214.17,84.22,179.21,109.61,191.68,107.34,88.99,94.06,67.34
05/18/2022,216.64,84.59,176.58,111.93,193.61,108.35,89.79,94.89,69.01
05/19/2022,216.11,87.14,176.23,109.68,191,107.16,89.91,94.56,68.58
05/20/2022,213.34,85.63,175.88,109.94,192.92,106.67,92.4,94.25,71.22
05/21/2022,215.01,84.77,176.09,109.94,193.44,106.3,92.34,94.83,69.59
05/22/2022,215.01,84.77,176.09,109.94,193.44,106.3,92.34,94.83,69.59
05/23/2022,216.68,83.91,176.29,109.94,193.95,105.92,92.28,95.41,67.96
05/24/2022,213.04,85.67,178.71,108.96,190.88,107.01,92.64,95.94,69.75
05/25/2022,213.87,84.19,177.1,109.36,191.17,109.09,89.31,94.79,68.68
05/26/2022,216.6,86.84,176.56,108.04,189.66,107.08,89.17,94.61,71
05/27/2022,213.76,83.87,177.36,107.47,190.96,105.12,90,95.14,67.09
05/28/2022,215.02,84.31,178.16,107.81,190.81,107.41,91.16,96.24,68.07
05/29/2022,215.02,84.31,178.16,107.81,190.81,107.41,91.16,96.24,68.07
05/30/2022,216.27,84.75,178.96,108.14,190.65,109.7,92.31,97.33,69.04
05/31/2022,214.44,83.45,178.36,108.47,192.87,108.47,89.71,97.57,69.1
06/01/2022,219.17,85.3,172.73,106.18,192.46,106.46,91.81,94.17,69.31
06/02/2022,218.87,87.43,171.91,104.94,194.14,107.68,89.57,95.36,71.89
06/03/2022,217.49,86.41,172.64,107.06,193.59,105.88,90.4,95.97,71.62
06/04/2022,218.55,84.74,171.53,106.04,193.45,106.05,91.24,94.32,70.16
06/05/2022,218.55,84.74,171.53,106.04,193.45,106.05,91.24,94.32,70.16
06/06/2022,219.61,83.07,170.42,105.02,193.31,106.22,92.08,92.66,68.7
06/07/2022,217.44,84.94,173.92,104.8,194.7,108.11,90.35,94.22,67.48
06/08/2022,219.35,84.72,173.9,108.83,191.4,105.08,89.8,95.71,67.48
06/09/2022,221.85,85.83,170.68,105.2,193.34,107.37,92.22,94.2,69.41
06/10/2022,219.43,83.8,172.98,107.24,190.45,105.97,89.28,96.08,71.03
06/11/2022,220.57,85.81,171.85,105.95,190.54,105.62,89.3,94.14,71.02
06/12/2022,220.57,85.81,171.85,105.95,190.54,105.62,89.3,94.14,71.02
06/13/2022,221.7,87.81,170.72,104.66,190.63,105.27,89.32,92.2,71.01
06/14/2022,219.31,84.49,170.66,105.41,191.56,108.24,89,96.29,70.7
06/15/2022,219.2,86.07,172.9,104.48,191.61,107.68,92.46,92.79,71.53
06/16/2022,218.18,87.98,170.76,108.27,190.12,107.85,92.58,95.49,70.91
06/17/2022,218.32,85.42,170.69,104.38,193.32,107.42,91.69,95.8,69.08
06/18/2022,219.79,86.69,172.21,105.59,193.9,106.33,91.72,94.26,69.79
06/19/2022,219.79,86.69,172.21,105.59,193.9,106.33,91.72,94.26,69.79
06/20/2022,221.26,87.95,173.72,106.8,194.47,105.23,91.74,92.71,70.49
